-1;9839;Next year  Hema s strategic focus would shift from nationwide expansion to higher operating efficiency  while forming a more refined business tailored to diversified demographic groups   BABA;1;0.3333333333333333
0;9840;BABA is also a recipient of a newly issued     ownership interest in Ant Financial while the prior       pretax profit sharing arrangement has already been terminated    BABA;1;0.15151515151515152
0;9841;Alipay has more than    million merchants and     million monthly active users  MAU  in China  Of these  around     million were newly subscribed in        BABA;1;0.5181818181818182
0;9842;Alipay is currently the largest third party mobile payment platform in China  It is widely accepted by consumers and merchants across every industry vertical   BABA;1;0.26666666666666666
0;9843;Along that line  Alipay users utilize a more diverse mix of Ant Financial products in different offline and online consumption scenarios  driving up a five year relationship balance growth to more than  X   BABA;1;0.4
0;9844;I believe Ant Financial has become an indispensable user growth driver for BABA digital economy  as annual active users reached     million in China and     billion globally  including local wallet partners    BABA;1;0.25
-2;9845;An estimated     million customers use more than   of Ant Financial products and     million users utilize all   categories of ANT s service   BABA;0;0.25
0;9846;   Ant Financial Ant Financial is emerging to become a highly versatile fintech asset of the company  It spans a diversified product portfolio that includes financing  credit system  payment  wealth management and insurance   BABA;1;0.17999999999999997
0;9847;Live streaming anticipates more than Rmb     billion in gross merchandise value  GMV  before      ends  It is up      year on year from April to August period  Idle Fish is gaining strength with a total GMV of RMB     billion expected this year   BABA;1;0.43
0;9848;Assets subject to monetization include Feed which is expected to grow      year on year user views in the first quarter of      with an estimated     growth contribution to customer management revenues in the year        BABA;1;0.35555555555555557
0;9849;Taobao is still under monetized as the majority of the company s China retail customer management revenue is sourced from search traffic monetization   BABA;1;0.0
0;9850;   Feed Monetization BABA decided not to expand monetization in       I expect that the company would provide more positive details in the near term on its user engagement trends and monetization as more traffic is being allocated to feed on Taobao   BABA;1;0.48636363636363633
0;9851;It will be driven by a consumption led economy and continued wallet share gain among consumers  especially in low tier cities    BABA;1;0.6
0;9852;I noted that Chinese e commerce is expected to grow at     CAGR from      to      with online e commerce penetration to reach     by the year        BABA;1;0.2
